success,trial_type,trial_index,time_elapsed,internal_node_id,line_1,line_2,line_3,rt,phase,lag,key,start_reward,decay,n_travel_steps,press_success_prob_travel,press_success_prob_harvest,reward_noise,start_reward_noise,time_min,travel_key,harvest_key,person_pos,tree_pos,reward_obs,reward_true,exit,fail
TRUE,travel,2,30140,0.0-2.0,,,,,Harvest,175.1800003,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,37,39,96.11831022,92.8682642,0,
TRUE,travel,2,30316,0.0-2.0,,,,,Harvest,175.3949998,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,37,39,88.03130071,91.01089892,0,
FALSE,travel,2,30491,0.0-2.0,,,,,Harvest,175.3399996,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,37,39,null,89.19068094,0,
TRUE,travel,2,30700,0.0-2.0,,,,,Harvest,207.6499993,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,37,39,84.82920636,89.19068094,0,
TRUE,travel,2,30924,0.0-2.0,,,,,Harvest,223.5200005,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,37,39,84.34128524,87.40686732,0,
FALSE,travel,2,31115,0.0-2.0,,,,,Harvest,191.1800001,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,37,39,null,85.65872997,0,
TRUE,travel,2,31292,0.0-2.0,,,,,Harvest,175.605,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,37,39,86.58202258,85.65872997,0,
TRUE,travel,2,31500,0.0-2.0,,,,,Harvest,207.2000001,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,37,39,80.06401997,83.94555537,0,
TRUE,travel,2,31708,0.0-2.0,,,,,Harvest,207.2000001,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,37,39,84.92182452,82.26664427,0,
TRUE,travel,2,31899,0.0-2.0,,,,,Harvest,191.2499992,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,37,39,84.5788456,80.62131138,0,
FALSE,travel,2,32139,0.0-2.0,,,,,Harvest,239.4249998,74,100,0.98,12,0.7,0.7,2.5,4,2,f,j,37,39,null,79.00888515,0,
